XXII|22nd Century Group, Inc|2.74|340787278.1|n/a|n/a|Consumer Non-Durables|Farming/Seeds/Milling|https://www.nasdaq.com/symbol/xxii
FAX|Aberdeen Asia-Pacific Income Fund Inc|4.105|1034997033|n/a|1986|n/a|n/a|https://www.nasdaq.com/symbol/fax
IAF|Aberdeen Australia Equity Fund Inc|5.92|134634569.9|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/iaf
AEF|Aberdeen Emerging Markets Equity Income Fund, Inc.|6.8|411393390.4|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/aef
FCO|Aberdeen Global Income Fund, Inc.|8.54|74509698.06|n/a|1992|n/a|n/a|https://www.nasdaq.com/symbol/fco
ACU|Acme United Corporation.|21.5|72542311.5|n/a|1988|Capital Goods|Industrial Machinery/Components|https://www.nasdaq.com/symbol/acu
ATNM|Actinium Pharmaceuticals, Inc.|0.78|86161493.34|n/a|n/a|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/atnm
AE|Adams Resources & Energy, Inc.|41.17|173638427.3|n/a|n/a|Energy|Oil Refining/Marketing|https://www.nasdaq.com/symbol/ae
ACY|AeroCentury Corp.|15.8|22383844.2|n/a|n/a|Technology|Diversified Commercial Services|https://www.nasdaq.com/symbol/acy
UAVS|AgEagle Aerial Systems, Inc.|1.73|18664971.73|n/a|n/a|Capital Goods|Aerospace|https://www.nasdaq.com/symbol/uavs
AIRI|Air Industries Group|1.4099|37260264.78|n/a|n/a|Capital Goods|Military/Government/Technical|https://www.nasdaq.com/symbol/airi
AXU|Alexco Resource Corp|1.06|114478836.1|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/axu
ALO|Alio Gold Inc.|0.7687|64404811.53|n/a|2011|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/alo
AAU|Almaden Minerals, Ltd.|0.6466|72186181.53|n/a|2015|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/aau
APT|Alpha Pro Tech, Ltd.|3.6|50133891.6|n/a|n/a|Health Care|Industrial Specialties|https://www.nasdaq.com/symbol/apt
AAMC|Altisource Asset Management Corp|60.225|97159065.3|n/a|n/a|Finance|Real Estate|https://www.nasdaq.com/symbol/aamc
AMBO|Ambow Education Holding Ltd.|5.41|105347685.7|n/a|n/a|Consumer Services|Other Consumer Services|https://www.nasdaq.com/symbol/ambo
DIT|AMCON Distributing Company|88.8|54699734.4|n/a|n/a|Consumer Non-Durables|Food Distributors|https://www.nasdaq.com/symbol/dit
ALN|American Lorain Corporation|0.146|10011875.54|n/a|n/a|Consumer Non-Durables|Packaged Foods|https://www.nasdaq.com/symbol/aln
AMS|American Shared Hospital Services|3.15|17999100|n/a|n/a|Health Care|Medical Specialities|https://www.nasdaq.com/symbol/ams
USAS|Americas Silver Corporation|2.5|107420110|n/a|2017|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/usas
AMPE|Ampio Pharmaceuticals, Inc.|0.528|56253920.45|n/a|n/a|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/ampe
APHB|AmpliPhi Biosciences Corporation|0.97|15974258.76|n/a|n/a|Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|https://www.nasdaq.com/symbol/aphb
ARNC^|Arconic Inc.|85.5|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/arnc^
AKG|Asanko Gold Inc.|0.8119|183330766.1|n/a|n/a|Basic Industries|Mining & Quarrying of Nonmetallic Minerals (No Fuels)|https://www.nasdaq.com/symbol/akg
AINC|Ashford Inc.|72.15|152192344.2|n/a|2014|Consumer Services|Professional Services|https://www.nasdaq.com/symbol/ainc
ASB.WS|Associated Banc-Corp|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/asb.ws
AST|Asterias Biotherapeutics, Inc.|1.3|72162216.1|n/a|n/a|Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|https://www.nasdaq.com/symbol/ast
AUG|Auryn Resources Inc.|1.07|96554463.12|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/aug
AWX|Avalon Holdings Corporation|3.77|14338557.87|n/a|n/a|Public Utilities|Environmental Services|https://www.nasdaq.com/symbol/awx
ASM|Avino Silver|0.621|39067924.13|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/asm
BTG|B2Gold Corp|2.26|2234416479|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/btg
BTN|Ballantyne Strong, Inc|3.7688|58759402.26|n/a|n/a|Miscellaneous|Industrial Machinery/Components|https://www.nasdaq.com/symbol/btn
BKJ|Bancorp of New Jersey, Inc|17.15|125117241.9|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/bkj
BCV|Bancroft Fund Limited|22.95|121160095.7|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bcv
BCV^A|Bancroft Fund Limited|25.2187|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bcv^a
BHB|Bar Harbor Bankshares, Inc.|28.53|442318506.8|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/bhb
BRN|Barnwell Industries, Inc.|1.8318|15162101.69|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/brn
BGSF|BG Staffing Inc|25.74|259691606.5|n/a|n/a|Technology|Professional Services|https://www.nasdaq.com/symbol/bgsf
BPMX|BioPharmX Corporation|0.2121|40622301.27|n/a|2015|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/bpmx
BTX|BioTime, Inc.|2.37|300699265|n/a|n/a|Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|https://www.nasdaq.com/symbol/btx
BGI|Birks Group Inc.|1.56|28018974.36|n/a|n/a|Consumer Services|Consumer Specialties|https://www.nasdaq.com/symbol/bgi
BKTI|BK Technologies, Inc.|4.05|54697416.75|n/a|n/a|Technology|Radio And Television Broadcasting And Communications Equipment|https://www.nasdaq.com/symbol/bkti
BDR|Blonder Tongue Laboratories, Inc.|1.17|11302829.46|n/a|n/a|Technology|Radio And Television Broadcasting And Communications Equipment|https://www.nasdaq.com/symbol/bdr
BRG|Bluerock Residential Growth REIT, Inc.|9.64|228871087|n/a|2014|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/brg
BRG^A|Bluerock Residential Growth REIT, Inc.|25.6|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/brg^a
BRG^C|Bluerock Residential Growth REIT, Inc.|25|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/brg^c
BRG^D|Bluerock Residential Growth REIT, Inc.|23.9|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/brg^d
BVX|Bovie Medical Corporation|7.06|234416830|n/a|n/a|Health Care|Medical/Dental Instruments|https://www.nasdaq.com/symbol/bvx
BWL.A|Bowl America, Inc.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bwl.a
CMCL|Caledonia Mining Corporation Plc|6.75|71571282.75|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/cmcl
CEI|Camber Energy, Inc.|0.38|15217830.36|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/cei
CANF|Can-Fite Biopharma Ltd|1.26|25428242.7|n/a|n/a|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/canf
ROX|Castle Brands, Inc.|1|168475801|n/a|2006|Consumer Non-Durables|Beverages (Production/Distribution)|https://www.nasdaq.com/symbol/rox
CAW|CCA Industries, Inc.|2.9|21624383.6|n/a|n/a|Consumer Non-Durables|Package Goods/Cosmetics|https://www.nasdaq.com/symbol/caw
CVM|Cel-Sci Corporation|3.82|104482057.7|n/a|n/a|Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|https://www.nasdaq.com/symbol/cvm
CVM.WS|Cel-Sci Corporation|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/cvm.ws
CET|Central Securities Corporation|29.48|741322239.7|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/cet
LEU|Centrus Energy Corp.|2.68|24223852.68|n/a|2014|Basic Industries|Mining & Quarrying of Nonmetallic Minerals (No Fuels)|https://www.nasdaq.com/symbol/leu
CCF|Chase Corporation|122.65|1152451534|n/a|n/a|Consumer Durables|Building Products|https://www.nasdaq.com/symbol/ccf
CQP|Cheniere Energy Partners, LP|39.94|19331144643|n/a|2007|Public Utilities|Oil/Gas Transmission|https://www.nasdaq.com/symbol/cqp
LNG|Cheniere Energy, Inc.|68.93|17719914921|n/a|n/a|Public Utilities|Oil/Gas Transmission|https://www.nasdaq.com/symbol/lng
CVR|Chicago Rivet & Machine Co.|32.492|31391560.94|n/a|n/a|Technology|Industrial Machinery/Components|https://www.nasdaq.com/symbol/cvr
CPHI|China Pharma Holdings, Inc.|0.2|8715911.4|n/a|n/a|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/cphi
CKX|CKX Lands, Inc.|10.65|20687571.75|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/ckx
GLV|Clough Global Dividend and Income Fund|12.137|85037125.87|n/a|2004|n/a|n/a|https://www.nasdaq.com/symbol/glv
GLQ|Clough Global Equity Fund|14.75|162628942.3|n/a|2005|n/a|n/a|https://www.nasdaq.com/symbol/glq
GLO|Clough Global Opportunities Fund|10.93|352212823.2|n/a|2006|n/a|n/a|https://www.nasdaq.com/symbol/glo
COHN|Cohen & Company Inc.|10|12494650|n/a|n/a|Finance|Investment Bankers/Brokers/Service|https://www.nasdaq.com/symbol/cohn
MOC|Command Security Corporation|2.83|28681093.46|n/a|n/a|Consumer Services|Diversified Commercial Services|https://www.nasdaq.com/symbol/moc
CIX|CompX International Inc.|13.65|169745353.1|n/a|1998|Capital Goods|Industrial Machinery/Components|https://www.nasdaq.com/symbol/cix
LODE|Comstock Mining, Inc.|0.1489|8529949.129|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/lode
CDOR|Condor Hospitality Trust, Inc.|10.4352|124017071.8|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/cdor
CTO|Consolidated-Tomoka Land Co.|61.99|344267974|n/a|n/a|Finance|Real Estate|https://www.nasdaq.com/symbol/cto
MCF|Contango Oil & Gas Company|6.33|162827444.6|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/mcf
CUO|Continental Materials Corporation|16.4|27844822|n/a|n/a|Capital Goods|Building Materials|https://www.nasdaq.com/symbol/cuo
CMT|Core Molding Technologies Inc|6.9|55134056.7|n/a|n/a|Consumer Non-Durables|Plastic Products|https://www.nasdaq.com/symbol/cmt
CVRS|Corindus Vascular Robotics, Inc.|1.35|255099700.4|n/a|2015|Health Care|Medical/Dental Instruments|https://www.nasdaq.com/symbol/cvrs
CRMD|CorMedix Inc|0.723|70741418.06|n/a|n/a|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/crmd
CRF|Cornerstone Strategic Return Fund, Inc. (The)|13.65|308161362.6|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/crf
CLM|Cornerstone Strategic Value Fund, Inc.|13.83|616297328.2|n/a|1987|n/a|n/a|https://www.nasdaq.com/symbol/clm
CVU|CPI Aerostructures, Inc.|8.25|73863380.25|n/a|n/a|Capital Goods|Military/Government/Technical|https://www.nasdaq.com/symbol/cvu
CIK|Credit Suisse Asset Management Income Fund, Inc.|3.17|165806624.9|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/cik
DHY|Credit Suisse High Yield Bond Fund|2.64|273142599.8|n/a|1998|n/a|n/a|https://www.nasdaq.com/symbol/dhy
CRHM|CRH Medical Corporation|4.025|292511191.7|n/a|2015|Health Care|Medical/Dental Instruments|https://www.nasdaq.com/symbol/crhm
CTEK|CynergisTek, Inc.|3.8|36541305.4|n/a|2017|Miscellaneous|Business Services|https://www.nasdaq.com/symbol/ctek
DXR|Daxor Corporation|5.37|20023221.03|n/a|n/a|Health Care|Medical/Dental Instruments|https://www.nasdaq.com/symbol/dxr
VCF|Delaware Investments Colorado Municipal Income Fund, Inc|14.338|69354339.8|n/a|1993|n/a|n/a|https://www.nasdaq.com/symbol/vcf
VFL|Delaware Investments Florida Insured Municipal Income Fund|12.1|54794172.4|n/a|1993|n/a|n/a|https://www.nasdaq.com/symbol/vfl
VMM|Delaware Investments Minnesota Municipal Income Fund II, Inc.|11.83|136103854.3|n/a|1993|n/a|n/a|https://www.nasdaq.com/symbol/vmm
DLA|Delta Apparel, Inc.|18.05|127796472.9|n/a|n/a|Consumer Non-Durables|Apparel|https://www.nasdaq.com/symbol/dla
DNN|Denison Mine Corp|0.6299|352229503.3|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/dnn
DGSE|DGSE Companies, Inc.|0.64|17231603.84|n/a|n/a|Consumer Services|Consumer Specialties|https://www.nasdaq.com/symbol/dgse
DSS|Document Security Systems, Inc.|1.09|18326838.17|n/a|n/a|Consumer Durables|Containers/Packaging|https://www.nasdaq.com/symbol/dss
DPW|DPW Holdings, Inc.|0.422|29262107.09|n/a|n/a|Capital Goods|Industrial Machinery/Components|https://www.nasdaq.com/symbol/dpw
DMF|Dreyfus Municipal Income, Inc.|7.82|162235917.4|n/a|1988|n/a|n/a|https://www.nasdaq.com/symbol/dmf
DXF|Dunxin Financial Holdings Limited|4.07|84791665.31|n/a|n/a|Consumer Non-Durables|Apparel|https://www.nasdaq.com/symbol/dxf
GRF|Eagle Capital Growth Fund, Inc.|8|29823128|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/grf
EVM|Eaton Vance California Municipal Bond Fund|9.95|212873762.6|n/a|2002|n/a|n/a|https://www.nasdaq.com/symbol/evm
EIA|Eaton Vance California Municipal Bond Fund II|10.22|39718558.32|n/a|2002|n/a|n/a|https://www.nasdaq.com/symbol/eia
CEV|Eaton Vance California Municipal Income Trust|11.18|79753368.5|n/a|1999|n/a|n/a|https://www.nasdaq.com/symbol/cev
EVV|Eaton Vance Limited Duration Income Fund|12.73|1478551539|n/a|2003|n/a|n/a|https://www.nasdaq.com/symbol/evv
MAB|Eaton Vance Massachusetts Municipal Bond Fund|12.33|21805777.62|n/a|2002|n/a|n/a|https://www.nasdaq.com/symbol/mab
MMV|Eaton Vance Massachusetts Municipal Income Trust|12.47|34130651.87|n/a|1999|n/a|n/a|https://www.nasdaq.com/symbol/mmv
MIW|Eaton Vance Michigan Municipal Bond Fund|12.53|18795814.45|n/a|2002|n/a|n/a|https://www.nasdaq.com/symbol/miw
EMI|Eaton Vance Michigan Municipal Income Trust|12.38|24920853.34|n/a|1999|n/a|n/a|https://www.nasdaq.com/symbol/emi
EIM|Eaton Vance Municipal Bond Fund|11.37|775073002.5|n/a|2002|n/a|n/a|https://www.nasdaq.com/symbol/eim
EIV|Eaton Vance Municipal Bond Fund II|11.47|114853480.1|n/a|2002|n/a|n/a|https://www.nasdaq.com/symbol/eiv
EMJ|Eaton Vance New Jersey Municipal Bond Fund|11.7707|30358589.24|n/a|2002|n/a|n/a|https://www.nasdaq.com/symbol/emj
EVJ|Eaton Vance New Jersey Municipal Income Trust|11.38|52327038.04|n/a|1999|n/a|n/a|https://www.nasdaq.com/symbol/evj
ENX|Eaton Vance New York Municipal Bond Fund|10.92|171026637.6|n/a|2002|n/a|n/a|https://www.nasdaq.com/symbol/enx
NYH|Eaton Vance New York Municipal Bond Fund II|10.4265|26655451.52|n/a|2002|n/a|n/a|https://www.nasdaq.com/symbol/nyh
EVY|Eaton Vance New York Municipal Income Trust|11.65|63792499.15|n/a|1999|n/a|n/a|https://www.nasdaq.com/symbol/evy
EIO|Eaton Vance Ohio Municipal Bond Fund|11.1799|28373915.41|n/a|2002|n/a|n/a|https://www.nasdaq.com/symbol/eio
EVO|Eaton Vance Ohio Municipal Income Trust|12.3626|35321889.13|n/a|1999|n/a|n/a|https://www.nasdaq.com/symbol/evo
EIP|Eaton Vance Pennsylvania Municipal Bond Fund|11.59|34306863.6|n/a|2002|n/a|n/a|https://www.nasdaq.com/symbol/eip
EVP|Eaton Vance Pennsylvania Municipal Income Trust|11.3|29391458.2|n/a|1999|n/a|n/a|https://www.nasdaq.com/symbol/evp
ELMD|Electromed, Inc.|6.65|55119582.35|n/a|2011|Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|https://www.nasdaq.com/symbol/elmd
ELLO|Ellomay Capital Ltd.|7.92|84550023.36|n/a|n/a|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/ello
ECF|Ellsworth Growth and Income Fund Ltd.|10.36|134005419|n/a|1986|n/a|n/a|https://www.nasdaq.com/symbol/ecf
ECF^A|Ellsworth Growth and Income Fund Ltd.|23.91|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ecf^a
EMAN|eMagin Corporation|1.55|69922473.15|n/a|n/a|Technology|Semiconductors|https://www.nasdaq.com/symbol/eman
MSN|Emerson Radio Corporation|1.49|33491455.63|n/a|n/a|Consumer Non-Durables|Consumer Electronics/Appliances|https://www.nasdaq.com/symbol/msn
EMX|EMX Royalty Corporation|1.21|96604912.91|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/emx
UUUU|Energy Fuels Inc|3.02|265066212.4|n/a|n/a|Basic Industries|Mining & Quarrying of Nonmetallic Minerals (No Fuels)|https://www.nasdaq.com/symbol/uuuu
UUUU.WS|Energy Fuels Inc|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/uuuu.ws
ENSV|ENSERVCO Corporation|0.75|40848621.75|n/a|n/a|Energy|Oilfield Services/Equipment|https://www.nasdaq.com/symbol/ensv
ESNC|EnSync, Inc.|0.29|16437133.01|n/a|n/a|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/esnc
EGI|Entree Resources Ltd.|0.37|64523356.13|n/a|2017|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/egi
EVI|EnviroStarm, Inc.|37.55|419477809|n/a|n/a|Consumer Services|Other Consumer Services|https://www.nasdaq.com/symbol/evi
ESP|Espey Mfg. & Electronics Corp.|29.8988|71270457.23|n/a|n/a|Capital Goods|Industrial Machinery/Components|https://www.nasdaq.com/symbol/esp
EVBN|Evans Bancorp, Inc.|46.8|225640630.8|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/evbn
EPM|Evolution Petroleum Corporation, Inc.|10.85|359910926.9|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/epm
FEN|First Trust Energy Income and Growth Fund|22.17|443053615.9|n/a|2004|n/a|n/a|https://www.nasdaq.com/symbol/fen
BDL|Flanigan&#39;s Enterprises, Inc.|28.25|52506777.75|n/a|n/a|Consumer Services|Restaurants|https://www.nasdaq.com/symbol/bdl
FSI|Flexible Solutions International Inc.|1.5|17446486.5|n/a|n/a|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/fsi
FTF|Franklin Limited Duration Income Trust|10.34|233726662.8|n/a|2003|n/a|n/a|https://www.nasdaq.com/symbol/ftf
FTF~|Franklin Limited Duration Income Trust|0.2565|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ftf~
FSP|Franklin Street Properties Corp.|7.74|829969139.7|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/fsp
FRD|Friedman Industries Inc.|8.95|62734523.8|n/a|n/a|Capital Goods|Steel/Iron Ore|https://www.nasdaq.com/symbol/frd
FTNW|FTE Networks, Inc.|12.16|91209959.04|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/ftnw
GGN|GAMCO Global Gold, Natural Reources & Income Trust |4.7283|641203978.1|n/a|2005|n/a|n/a|https://www.nasdaq.com/symbol/ggn
GGN^B|GAMCO Global Gold, Natural Reources & Income Trust |22.84|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ggn^b
JOB|GEE Group Inc.|2.5|27016142.5|n/a|n/a|Technology|Diversified Commercial Services|https://www.nasdaq.com/symbol/job
GMO|General Moly, Inc|0.3479|38675304.41|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/gmo
GSB|GlobalSCAPE, Inc.|3.92|85828913.52|n/a|n/a|Technology|Computer Software: Prepackaged Software|https://www.nasdaq.com/symbol/gsb
GSAT|Globalstar, Inc.|0.4949|625553600|n/a|2006|Consumer Services|Telecommunications Equipment|https://www.nasdaq.com/symbol/gsat
GLOW|Glowpoint, Inc.|0.1837|8800699.6|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/glow
GORO|Gold Resource Corporation|5|287960260|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/goro
GSV|Gold Standard Ventures Corporation|1.8|467657420.4|n/a|n/a|Basic Industries|Mining & Quarrying of Nonmetallic Minerals (No Fuels)|https://www.nasdaq.com/symbol/gsv
AUMN|Golden Minerals Company|0.2078|19849221.41|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/aumn
GSS|Golden Star Resources, Ltd|0.7512|286075405.7|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/gss
GV|Goldfield Corporation (The)|4.2|106895686.8|n/a|n/a|Basic Industries|Water Supply|https://www.nasdaq.com/symbol/gv
GDP|Goodrich Petroleum Corporation|13.88|164316797.7|n/a|2017|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/gdp
GTE|Gran Tierra Energy Inc.|3.67|1431364291|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/gte
GPL|Great Panther Silver Limited|0.861|145526914.8|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/gpl
SIM|Grupo Simec, S.A. de C.V.|9.43|1564465960|n/a|1993|Basic Industries|Steel/Iron Ore|https://www.nasdaq.com/symbol/sim
GLF|GulfMark Offshore, Inc.|36|271285380|n/a|2017|Energy|Metal Fabrications|https://www.nasdaq.com/symbol/glf
GLF.WS|GulfMark Offshore, Inc.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/glf.ws
HEB|Hemispherx BioPharma, Inc.|0.2299|10862041.39|n/a|n/a|Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|https://www.nasdaq.com/symbol/heb
HCAC|Hennessy Capital Acquisition Corp. III|10.18|79326621.82|n/a|2017|Basic Industries|Environmental Services|https://www.nasdaq.com/symbol/hcac
HCAC.U|Hennessy Capital Acquisition Corp. III|n/a|0|n/a|2017|n/a|n/a|https://www.nasdaq.com/symbol/hcac.u
HCAC.WS|Hennessy Capital Acquisition Corp. III|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/hcac.ws
HLM^|Hillman Group Capital Trust|30.1938|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/hlm^
HMG|HMG/Courtland Properties, Inc.|14.6|14794063.2|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/hmg
